filename,width,height,class,xmin,ymin,xmax,ymax
green_128_jpg.rf.c89c2fa67d9060002c532d02e07cf064.jpg,640,640,semaforo pedestre,243,82,600,550
green_128_jpg.rf.c89c2fa67d9060002c532d02e07cf064.jpg,640,640,verde pedestre,367,317,464,455
signal-light-122-_jpg.rf.c84d7ce45d956adf946681069f73d1b4.jpg,640,640,semaforo pedestre,464,194,567,341
signal-light-122-_jpg.rf.c84d7ce45d956adf946681069f73d1b4.jpg,640,640,verde pedestre,477,231,521,263
green_046_jpg.rf.c8fca6d0044d3303cabac9c417aa42f6.jpg,640,640,semaforo pedestre,95,67,575,592
green_046_jpg.rf.c8fca6d0044d3303cabac9c417aa42f6.jpg,640,640,verde pedestre,165,335,445,505
signal-light-21-_jpg.rf.c7cdd88eed9b1906f6771777a1fd456f.jpg,640,640,semaforo pedestre,32,150,249,383
signal-light-21-_jpg.rf.c7cdd88eed9b1906f6771777a1fd456f.jpg,640,640,vermelho pedestre,87,187,187,242
signal-light-3-_jpg.rf.c930e56ae5f37e7ac3c896fb8c903b68.jpg,640,640,semaforo pedestre,179,227,464,632
signal-light-3-_jpg.rf.c930e56ae5f37e7ac3c896fb8c903b68.jpg,640,640,vermelho pedestre,292,319,374,388
01_jpg.rf.c95575926306f24a71393e07309b6545.jpg,640,640,semaforo pedestre,182,113,592,556
01_jpg.rf.c95575926306f24a71393e07309b6545.jpg,640,640,verde pedestre,363,347,503,481
green_211_jpg.rf.c8e97200c759292c192f51d914e4e81c.jpg,640,640,semaforo pedestre,190,18,439,623
green_211_jpg.rf.c8e97200c759292c192f51d914e4e81c.jpg,640,640,verde pedestre,229,331,385,604
traffic-light-331-_jpg.rf.c82ed58b0f23a8aa9ad93f68c32178e2.jpg,640,640,vermelho veiculos,92,139,130,249
traffic-light-331-_jpg.rf.c82ed58b0f23a8aa9ad93f68c32178e2.jpg,640,640,vermelho veiculos,524,486,564,593
green_053_jpg.rf.c8f0ee01748bf013e3bcc720bea71c3b.jpg,640,640,semaforo pedestre,102,98,453,631
green_053_jpg.rf.c8f0ee01748bf013e3bcc720bea71c3b.jpg,640,640,verde pedestre,181,430,320,564
07_jpg.rf.c992769a4573479894601713d4a25699.jpg,640,640,semaforo pedestre,25,30,333,602
07_jpg.rf.c992769a4573479894601713d4a25699.jpg,640,640,verde pedestre,67,362,274,557
045_jpg.rf.ca1eb9bea8aa92c4c2f68da8c321c070.jpg,640,640,vermelho pedestre,222,59,450,499
green_233_jpg.rf.c99a9d5cac7cea83dd7d9cb214838a20.jpg,640,640,semaforo pedestre,119,64,492,516
green_233_jpg.rf.c99a9d5cac7cea83dd7d9cb214838a20.jpg,640,640,verde pedestre,210,297,353,397
traffic-light-849-_jpg.rf.cabd574165e744ffb5e1a19c4b0fae1c.jpg,640,640,vermelho veiculos,89,360,132,491
traffic-light-849-_jpg.rf.cabd574165e744ffb5e1a19c4b0fae1c.jpg,640,640,vermelho veiculos,580,131,619,256
signal-light-27-_jpg.rf.ca6ec8cf026eae1d6d1e38d61562ee70.jpg,640,640,verde pedestre,237,249,360,410
signal-light-27-_jpg.rf.ca6ec8cf026eae1d6d1e38d61562ee70.jpg,640,640,semaforo pedestre,134,20,475,490
green_251_jpg.rf.caada7b05bb8270efe043c7b0918558f.jpg,640,640,semaforo pedestre,62,10,607,477
green_251_jpg.rf.caada7b05bb8270efe043c7b0918558f.jpg,640,640,verde pedestre,144,215,249,393
green_251_jpg.rf.caada7b05bb8270efe043c7b0918558f.jpg,640,640,verde pedestre,399,219,554,404
green_020_jpg.rf.c951a9d102f5683d4bc8fb6d13e22318.jpg,640,640,semaforo pedestre,129,38,629,611
green_189_jpg.rf.cb32f2cb79f3b34111ff4092e3ac9ee4.jpg,640,640,semaforo pedestre,194,0,627,620
green_189_jpg.rf.cb32f2cb79f3b34111ff4092e3ac9ee4.jpg,640,640,verde pedestre,290,317,524,567
green_159_jpg.rf.c9f326785f3006ea539b40fba262e363.jpg,640,640,semaforo pedestre,66,43,231,402
green_159_jpg.rf.c9f326785f3006ea539b40fba262e363.jpg,640,640,verde pedestre,138,210,194,319
green_165_jpg.rf.c9bd083d32804a720c22bc6ee53144d4.jpg,640,640,semaforo pedestre,203,101,480,629
green_165_jpg.rf.c9bd083d32804a720c22bc6ee53144d4.jpg,640,640,verde pedestre,287,414,404,617
traffic-light-943-_jpg.rf.ca64de98835ee25be4dfdfb42772bda1.jpg,640,640,vermelho veiculos,130,280,238,598
079_jpg.rf.c9b3522f49fab53c1c391f47981c3f49.jpg,640,640,semaforo pedestre,182,230,387,431
079_jpg.rf.c9b3522f49fab53c1c391f47981c3f49.jpg,640,640,vermelho pedestre,238,268,337,335
green_087_jpg.rf.ca806c38a96497a3d87cfc7a96294ad2.jpg,640,640,semaforo pedestre,248,316,283,364
green_087_jpg.rf.ca806c38a96497a3d87cfc7a96294ad2.jpg,640,640,verde pedestre,259,340,270,355
1-71-_jpg.rf.c9d5954ef4b4d9b96e45fd3365f86b6c.jpg,640,640,semaforo pedestre,48,29,473,611
1-71-_jpg.rf.c9d5954ef4b4d9b96e45fd3365f86b6c.jpg,640,640,verde pedestre,179,101,358,312
1-71-_jpg.rf.c9d5954ef4b4d9b96e45fd3365f86b6c.jpg,640,640,vermelho pedestre,185,355,341,555
green_229_jpg.rf.cb12d54e9325eee67b935f225305ab2b.jpg,640,640,semaforo pedestre,161,77,398,597
green_113_jpg.rf.ca4b2659f56e69a7a24c03c1b6c6caac.jpg,640,640,semaforo pedestre,179,309,362,574
green_113_jpg.rf.ca4b2659f56e69a7a24c03c1b6c6caac.jpg,640,640,verde pedestre,269,368,302,490
green_311_jpg.rf.cb97e2ee9607e7e65ed29620e9d2c8f1.jpg,640,640,semaforo pedestre,235,229,388,437
green_311_jpg.rf.cb97e2ee9607e7e65ed29620e9d2c8f1.jpg,640,640,verde pedestre,296,329,344,392
056_jpg.rf.cba01ef4a81e9d1647725d47c241e094.jpg,640,640,semaforo pedestre,246,94,450,515
056_jpg.rf.cba01ef4a81e9d1647725d47c241e094.jpg,640,640,verde pedestre,312,303,406,456
green_218_jpg.rf.cc1fa1802ec226e650bde29cbde27e19.jpg,640,640,verde pedestre,129,91,489,516
green_289_jpg.rf.cb4a7837f49c6079a7c5d9090d874729.jpg,640,640,semaforo pedestre,35,90,408,567
green_289_jpg.rf.cb4a7837f49c6079a7c5d9090d874729.jpg,640,640,verde pedestre,147,297,304,448
green_139_jpg.rf.cb41d005191bf419c149b382817686c4.jpg,640,640,semaforo pedestre,120,0,549,614
green_139_jpg.rf.cb41d005191bf419c149b382817686c4.jpg,640,640,verde pedestre,336,332,416,495
traffic-light-514-_jpg.rf.cc1a7c981d4274459014d1d054529c55.jpg,640,640,verde veiculos,36,290,79,419
traffic-light-514-_jpg.rf.cc1a7c981d4274459014d1d054529c55.jpg,640,640,verde veiculos,492,137,597,172
green_175_jpg.rf.cba6c351c643f8522230d6c4917ffd2e.jpg,640,640,verde pedestre,211,192,559,603
green_111_jpg.rf.cc5e19864a9c1e08211136b5e6c44da4.jpg,640,640,semaforo pedestre,132,44,358,491
green_111_jpg.rf.cc5e19864a9c1e08211136b5e6c44da4.jpg,640,640,verde pedestre,199,280,307,414
traffic-light-560-_jpg.rf.cb0cad65677fcca9cabbce233cc8cb83.jpg,640,640,verde veiculos,87,274,486,443
signal-light-34-_jpg.rf.ccfcb19777ce15389c22c8631bf1b676.jpg,640,640,semaforo pedestre,523,82,599,185
signal-light-34-_jpg.rf.ccfcb19777ce15389c22c8631bf1b676.jpg,640,640,verde pedestre,549,123,585,169
green_306_jpg.rf.cc35d8f4d823b86323839ee54b28b13f.jpg,640,640,semaforo pedestre,125,62,612,590
green_306_jpg.rf.cc35d8f4d823b86323839ee54b28b13f.jpg,640,640,verde pedestre,364,134,494,497
green_150_jpg.rf.cd27b627f4b51abe50bab59349a19368.jpg,640,640,semaforo pedestre,187,12,445,555
green_150_jpg.rf.cd27b627f4b51abe50bab59349a19368.jpg,640,640,verde pedestre,230,272,388,475
green_012_jpg.rf.cd417362729f5a986b0e708de8890b99.jpg,640,640,semaforo pedestre,29,0,588,610
green_012_jpg.rf.cd417362729f5a986b0e708de8890b99.jpg,640,640,verde pedestre,120,264,479,526
green_068_jpg.rf.cd9438f5f433cc16c246c867b91786c3.jpg,640,640,semaforo pedestre,54,75,342,557
green_068_jpg.rf.cd9438f5f433cc16c246c867b91786c3.jpg,640,640,verde pedestre,164,145,259,243
green_068_jpg.rf.cd9438f5f433cc16c246c867b91786c3.jpg,640,640,verde pedestre,144,359,259,474
signal-light-14-_jpg.rf.ce99f0d93c6d97958d3f288f1ebaaad3.jpg,640,640,semaforo pedestre,231,52,631,640
signal-light-14-_jpg.rf.ce99f0d93c6d97958d3f288f1ebaaad3.jpg,640,640,verde pedestre,330,323,539,548
signal-light-14-_jpg.rf.ce99f0d93c6d97958d3f288f1ebaaad3.jpg,640,640,vermelho pedestre,364,132,517,300
15_jpg.rf.ce03d357b5394aa4018fead1d16e3a36.jpg,640,640,semaforo pedestre,154,207,349,514
15_jpg.rf.ce03d357b5394aa4018fead1d16e3a36.jpg,640,640,verde pedestre,225,365,298,459
green_253_jpg.rf.cd5e300313e78090ae80ee66c41b994d.jpg,640,640,verde pedestre,495,191,615,319
green_253_jpg.rf.cd5e300313e78090ae80ee66c41b994d.jpg,640,640,semaforo pedestre,440,38,640,372
green_153_jpg.rf.cf07d709fb60189453343c7d3f89baef.jpg,640,640,semaforo pedestre,180,0,640,578
green_153_jpg.rf.cf07d709fb60189453343c7d3f89baef.jpg,640,640,verde pedestre,282,269,575,512
1-32-_jpg.rf.cec6f53b93b6f185d60048e23b3ded2a.jpg,640,640,verde pedestre,340,191,599,528
1-32-_jpg.rf.cec6f53b93b6f185d60048e23b3ded2a.jpg,640,640,semaforo pedestre,77,26,206,266
1-32-_jpg.rf.cec6f53b93b6f185d60048e23b3ded2a.jpg,640,640,vermelho pedestre,117,56,172,145
29_jpg.rf.cf1ac099db5dbfc4b3cc3b54260900d6.jpg,640,640,semaforo pedestre,116,36,489,510
29_jpg.rf.cf1ac099db5dbfc4b3cc3b54260900d6.jpg,640,640,verde pedestre,197,270,377,427
green_249_jpg.rf.cf166a9a2e31f8388d0d4d87b41519c8.jpg,640,640,semaforo pedestre,113,41,489,592
green_249_jpg.rf.cf166a9a2e31f8388d0d4d87b41519c8.jpg,640,640,verde pedestre,231,271,354,527
green_154_jpg.rf.cda6cba965a98012346f1141b6b370e2.jpg,640,640,verde pedestre,168,59,491,312
green_228_jpg.rf.cf48e0f1f338973ed1d381f6abac361a.jpg,640,640,semaforo pedestre,164,22,522,604
green_228_jpg.rf.cf48e0f1f338973ed1d381f6abac361a.jpg,640,640,verde pedestre,275,327,413,565
traffic-light-181-_jpg.rf.ce649adb02362a39964751d8bc0fd8e3.jpg,640,640,vermelho veiculos,26,454,70,570
traffic-light-181-_jpg.rf.ce649adb02362a39964751d8bc0fd8e3.jpg,640,640,vermelho veiculos,552,24,596,139
traffic-light-158-_jpg.rf.cfb845b0a29b4efa2d8d384e2d7cb0ba.jpg,640,640,verde veiculos,233,155,374,450
green_116_jpg.rf.cf61c6c19417f5609c98ec1648028615.jpg,640,640,semaforo pedestre,170,19,475,619
green_116_jpg.rf.cf61c6c19417f5609c98ec1648028615.jpg,640,640,verde pedestre,225,315,392,550
green_030_jpg.rf.cee97c5ed3322e78e7cf5cd671d7f744.jpg,640,640,semaforo pedestre,111,20,384,589
green_030_jpg.rf.cee97c5ed3322e78e7cf5cd671d7f744.jpg,640,640,verde pedestre,179,382,279,547
green_174_jpg.rf.d00784b32384c1a3cd1f5ed3cf7a30f0.jpg,640,640,verde pedestre,266,189,528,572
signal-light-64-_jpg.rf.cf899e58e879bd76e35ee222b40ee521.jpg,640,640,semaforo pedestre,232,78,571,557
signal-light-64-_jpg.rf.cf899e58e879bd76e35ee222b40ee521.jpg,640,640,verde pedestre,339,322,487,462
green_166_jpg.rf.d01f5c885f5c8ef5915a1062ea276ce7.jpg,640,640,semaforo pedestre,7,155,195,534
green_166_jpg.rf.d01f5c885f5c8ef5915a1062ea276ce7.jpg,640,640,verde pedestre,45,363,150,484
signal-light-100-_jpg.rf.d0652b7173c6f5e536eb4fb248da9ac9.jpg,640,640,semaforo pedestre,117,39,395,483
signal-light-100-_jpg.rf.d0652b7173c6f5e536eb4fb248da9ac9.jpg,640,640,vermelho pedestre,231,110,340,268
08_jpg.rf.d04dcfd01fe856ac3779d76fde21fe5d.jpg,640,640,semaforo pedestre,77,62,350,562
08_jpg.rf.d04dcfd01fe856ac3779d76fde21fe5d.jpg,640,640,vermelho pedestre,180,87,265,289
traffic-light-336-_jpg.rf.d0801a0315933a878a3588b0a2330127.jpg,640,640,verde veiculos,384,157,478,197
014_jpg.rf.d076b01099469c2def119b55d422f473.jpg,640,640,verde pedestre,213,162,235,182
014_jpg.rf.d076b01099469c2def119b55d422f473.jpg,640,640,semaforo pedestre,185,109,263,204
green_243_jpg.rf.cdba265c7f0612875fc5890fe4a1d819.jpg,640,640,semaforo pedestre,13,38,602,591
green_243_jpg.rf.cdba265c7f0612875fc5890fe4a1d819.jpg,640,640,verde pedestre,76,321,513,484
signal-light-9-_jpg.rf.d09b5bc99ab26ccc205fb0c7a77d9e64.jpg,640,640,vermelho pedestre,279,86,365,204
signal-light-9-_jpg.rf.d09b5bc99ab26ccc205fb0c7a77d9e64.jpg,640,640,verde pedestre,503,210,614,343
green_242_jpg.rf.d0a78f1bf628947c73046bb47f29ee3b.jpg,640,640,semaforo pedestre,200,146,403,501
green_242_jpg.rf.d0a78f1bf628947c73046bb47f29ee3b.jpg,640,640,verde pedestre,260,326,320,449
064_jpg.rf.d0c93ce64b0cc80e2bd6fc256daf71fb.jpg,640,640,semaforo pedestre,186,35,529,640
064_jpg.rf.d0c93ce64b0cc80e2bd6fc256daf71fb.jpg,640,640,verde pedestre,293,350,445,587
01_jpg.rf.d0e11fc32b856470713f82284a19a01b.jpg,640,640,semaforo pedestre,162,6,600,583
01_jpg.rf.d0e11fc32b856470713f82284a19a01b.jpg,640,640,verde pedestre,349,298,478,447
signal-light-69-_jpg.rf.d0fb8f9423f24af1a63b753205ef4d9e.jpg,640,640,semaforo pedestre,159,0,639,635
green_124_jpg.rf.d0d975e2827adf009837be126be38cbd.jpg,640,640,verde pedestre,203,149,566,563
green_022_jpg.rf.d1c5071b408e28338139a4e32a4f4736.jpg,640,640,semaforo pedestre,62,22,467,602
green_022_jpg.rf.d1c5071b408e28338139a4e32a4f4736.jpg,640,640,semaforo pedestre,114,399,382,556
019_jpg.rf.d189c425666c453ab9552096bff64d66.jpg,640,640,semaforo pedestre,166,226,504,640
019_jpg.rf.d189c425666c453ab9552096bff64d66.jpg,640,640,vermelho pedestre,228,302,421,426
030_jpg.rf.d27c3fb1b9a2fb042580d7c67af77b26.jpg,640,640,semaforo pedestre,14,56,459,576
030_jpg.rf.d27c3fb1b9a2fb042580d7c67af77b26.jpg,640,640,verde pedestre,108,278,343,459
signal-light-112-_jpg.rf.d11ac38266b36e345171004faa91b784.jpg,640,640,verde pedestre,271,258,352,407
signal-light-112-_jpg.rf.d11ac38266b36e345171004faa91b784.jpg,640,640,semaforo pedestre,165,64,463,615
traffic-light-289-_jpg.rf.d1584c8af59c2df0edbbc26aaabfe88f.jpg,640,640,verde veiculos,317,221,358,325
green_243_jpg.rf.d2519bdad2cc16f35759eeeb94033266.jpg,640,640,semaforo pedestre,13,38,622,640
green_243_jpg.rf.d2519bdad2cc16f35759eeeb94033266.jpg,640,640,verde pedestre,86,329,529,535
traffic-light-238-_jpg.rf.d2bd2759b9c3d78b54b9295b1f58fc5d.jpg,640,640,verde veiculos,250,98,375,327
green_070_jpg.rf.d2c134a31b72f39a8819b4cbea1f8bba.jpg,640,640,semaforo pedestre,252,225,412,401
green_070_jpg.rf.d2c134a31b72f39a8819b4cbea1f8bba.jpg,640,640,verde pedestre,317,310,352,359
traffic-light-664-_jpg.rf.d213bae487fa2323d9d69351a6434b78.jpg,640,640,verde veiculos,141,289,167,349
green_221_jpg.rf.d17187b507005e3b0ce1fa96a9219e11.jpg,640,640,semaforo pedestre,130,27,567,639
green_221_jpg.rf.d17187b507005e3b0ce1fa96a9219e11.jpg,640,640,verde pedestre,260,365,477,545
green_224_jpg.rf.d28c3a12a157a0d6f5f5b38664bfe891.jpg,640,640,semaforo pedestre,169,162,494,575
green_224_jpg.rf.d28c3a12a157a0d6f5f5b38664bfe891.jpg,640,640,verde pedestre,260,230,341,445
traffic-light-122-_jpg.rf.d2df11b6ba85b8e45926c57b2bc3c01c.jpg,640,640,verde veiculos,214,57,431,553
green_242_jpg.rf.d2f5a6a35eb63e82811ea53d5c857064.jpg,640,640,semaforo pedestre,204,157,418,525
green_242_jpg.rf.d2f5a6a35eb63e82811ea53d5c857064.jpg,640,640,verde pedestre,270,342,333,468
green_263_jpg.rf.d2ce894da4df3e8ef4fb931d3cd2cc92.jpg,640,640,semaforo pedestre,116,39,570,574
green_263_jpg.rf.d2ce894da4df3e8ef4fb931d3cd2cc92.jpg,640,640,verde pedestre,359,144,471,463
traffic-light-748-_jpg.rf.d30e80bc742e2ad26c92336872be47b4.jpg,640,640,vermelho veiculos,213,73,429,563
green_216_jpg.rf.d2af471b904daff11d6d33274d5eff20.jpg,640,640,semaforo pedestre,220,90,446,503
green_216_jpg.rf.d2af471b904daff11d6d33274d5eff20.jpg,640,640,verde pedestre,290,128,368,282
green_134_jpg.rf.d2ff372004ee2687985e682ab11703eb.jpg,640,640,semaforo pedestre,217,42,488,598
green_134_jpg.rf.d2ff372004ee2687985e682ab11703eb.jpg,640,640,verde pedestre,282,339,413,508
green_137_jpg.rf.d35452df15c0c336d94ebba10af31598.jpg,640,640,semaforo pedestre,181,142,418,581
green_137_jpg.rf.d35452df15c0c336d94ebba10af31598.jpg,640,640,verde pedestre,249,358,329,534
signal-light-144-_jpg.rf.d3341ea92b6e33b6e9c97ab79ce51bdc.jpg,640,640,verde pedestre,172,196,381,542
signal-light-144-_jpg.rf.d3341ea92b6e33b6e9c97ab79ce51bdc.jpg,640,640,semaforo pedestre,90,20,512,640
12_jpg.rf.d3a1f35c4aadc2f30c23e280b0ee09b5.jpg,640,640,semaforo pedestre,58,40,540,590
12_jpg.rf.d3a1f35c4aadc2f30c23e280b0ee09b5.jpg,640,640,vermelho pedestre,170,114,477,282
green_179_jpg.rf.d41aee06d6cb195ed03bbafd8357f933.jpg,640,640,verde pedestre,225,301,483,543
green_179_jpg.rf.d41aee06d6cb195ed03bbafd8357f933.jpg,640,640,semaforo pedestre,97,11,604,640
green_027_jpg.rf.d32a586cf0f0282f05b0a30b7901acd6.jpg,640,640,verde pedestre,180,131,480,614
green_266_jpg.rf.d2dd995deb951ef19b084cc9588e7703.jpg,640,640,verde pedestre,305,241,370,314
green_266_jpg.rf.d2dd995deb951ef19b084cc9588e7703.jpg,640,640,semaforo pedestre,218,99,471,378
traffic-light-974-_jpg.rf.d43ca1603a094227a5005e9bb53d07d9.jpg,640,640,vermelho veiculos,82,90,201,360
019_jpg.rf.d4584468fb3e57ab6aa5a4872981a59f.jpg,640,640,semaforo pedestre,186,221,560,633
019_jpg.rf.d4584468fb3e57ab6aa5a4872981a59f.jpg,640,640,vermelho pedestre,254,295,457,414
green_216_jpg.rf.d3c3fb8f9508829b0a07e1a3124abcc7.jpg,640,640,semaforo pedestre,245,109,518,512
